Unnamed: 0,DRNumber,DateReported,DateOccured,TimeOccured,AreaCode,AreaName,ReportedDistrictNumber,CrimeClassification,CrimeCode,CrimeCodeDescription,Mocodes,VictimAge,VictimSex,VictimDescent,PremisCode,PremisDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Crm Cd 1,SecondaryCrimeCode,TertieryCrimeCode,QuartinaryCrimeCode,location,Cross Street,LatitudeCoordinates,longitudeCoordinates
1000538,241408802,2024-04-19,2024-04-19,10:30,14,Pacific,1414,Indictable Offence,210,ROBBERY,0344 0443,31.0,Male,Hispanic/Latin/Mexican,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,210.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,SUNSET AV,7TH                          AV,33.9988,-118.4682
1000539,241905394,2024-02-05,2024-02-04,21:00,19,Mission,1944,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11200 AMBOY AV,Unknown,34.2738,-118.4446
1000540,240805448,2024-02-07,2024-02-06,08:30,8,West LA,851,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1221,41.0,Female,White,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,12200 OHIO AV,Unknown,34.0392,-118.464
1000541,241912904,2024-11-06,2024-11-06,04:00,19,Mission,1959,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,10200 VENA AV,Unknown,34.2558,-118.4362
1000542,241605176,2024-02-08,2024-02-07,11:00,16,Foothill,1663,Misdemeanor,932,PEEPING TOM,2104 1822 1258 1501,12.0,Male,Hispanic/Latin/Mexican,729.0,SPECIALTY SCHOOL/OTHER,No Weapon Recorded,No Weapon Used,AO,Adult Other,932.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11900 ALLEGHENY ST,Unknown,34.2378,-118.3922
1000543,241406575,2024-02-26,2024-02-25,18:30,14,Pacific,1445,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,12700 CASWELL AV,Unknown,33.9988,-118.4361
1000544,241611888,2024-12-14,2024-12-13,18:30,16,Foothill,1684,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7700 LANKERSHIM BL,Unknown,34.2166,-118.3919
1000545,242004486,2024-01-16,2024-01-15,20:00,20,Olympic,2044,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7TH ST,ARDMORE,34.0561,-118.302
1000546,240122766,2024-12-01,2024-12-01,12:56,1,Central,111,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,30.0,Female,Hispanic/Latin/Mexican,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,N MAIN ST,REPUBLIC                     ST,34.0562,-118.2397
1000547,241506862,2024-02-28,2024-02-28,19:28,15,N Hollywood,1506,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0344,0.0,Male,Other,213.0,WAREHOUSE,No Weapon Recorded,No Weapon Used,AO,Adult Other,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7100 VINELAND AV,Unknown,34.2027,-118.3745
1000548,240206034,2024-02-07,2024-02-07,10:00,2,Rampart,281,Indictable Offence,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0416 0446 0408 1309,38.0,Female,Hispanic/Latin/Mexican,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1100 S ALVARADO ST,Unknown,34.0503,-118.2808
1000549,241609783,2024-08-13,2024-08-12,22:00,16,Foothill,1602,Misdemeanor,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1402 0913 1814 0449 0421,27.0,Female,Hispanic/Latin/Mexican,501.0,SINGLE FAMILY DWELLING,215.0,MACHETE,AA,Adult Arrest,626.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,12600 MERCER ST,Unknown,34.2796,-118.4079
1000550,240712267,2024-10-25,2024-10-18,19:15,7,Wilshire,724,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41.0,Female,Black,415.0,THE GROVE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 THE GROVE DR,Unknown,34.0736,-118.3563
1000551,241605687,2024-02-24,2024-02-24,23:45,16,Foothill,1622,Indictable Offence,220,ATTEMPTED ROBBERY,0355 0416 1822,34.0,Male,Hispanic/Latin/Mexican,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,10700 LAUREL CANYON BL,Unknown,34.2647,-118.4384
1000552,241707034,2024-03-12,2024-03-12,16:29,17,Devonshire,1735,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0.0,Non-Binary,Unknown,407.0,HARDWARE/BUILDING SUPPLY,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,17600 CHATSWORTH ST,Unknown,34.2684,-118.5149
1000553,240510110,2024-07-14,2024-07-14,11:45,5,Harbor,516,Indictable Offence,330,BURGLARY FROM VEHICLE,1609 1307 1300 0344,28.0,Female,Hispanic/Latin/Mexican,704.0,ELEMENTARY SCHOOL,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,ISLAND AV,W  M                            ST,33.789,-118.2668
1000554,242005394,2024-02-02,2024-02-01,14:58,20,Olympic,2058,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,900 S HOOVER ST,Unknown,34.0537,-118.2878
1000555,240117811,2024-09-01,2024-08-01,08:20,1,Central,174,Misdemeanor,354,THEFT OF IDENTITY,0377 0930 0928 1822,34.0,Male,Black,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,700 S SPRING ST,Unknown,34.0445,-118.2523
1000556,241905244,2024-02-02,2024-02-01,21:00,19,Mission,1991,Misdemeanor,624,BATTERY - SIMPLE ASSAULT,1822 0601 0448 0444 0408,27.0,Female,Other,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8200 N SEPULVEDA BL,Unknown,34.2184,-118.4698
1000557,240121323,2024-11-18,2024-11-17,20:00,1,Central,139,Indictable Offence,330,BURGLARY FROM VEHICLE,1300 0329 0344 1307,36.0,Male,Other,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 S VIGNES ST,Unknown,34.0484,-118.2339
1000558,242104065,2024-01-02,2024-01-02,13:50,21,Topanga,2156,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0325,35.0,Male,Unknown,405.0,CLOTHING STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,21700 VICTORY BL,Unknown,34.1877,-118.6015
1000559,241207875,2024-03-03,2024-03-03,03:40,12,77th Street,1213,Indictable Offence,761,BRANDISH WEAPON,0400 0334 0421 0913 1501,22.0,Male,Other,401.0,MINI-MART,207.0,OTHER KNIFE,IC,Invest Cont,761.0,930.0,No Tertiery Crime Code,No Quartinary Crime Code,1700 W SLAUSON AV,Unknown,33.9921,-118.3108
1000560,240712862,2024-11-25,2024-11-22,18:00,7,Wilshire,752,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6100 W OLYMPIC BL,Unknown,34.0582,-118.3639
1000561,241211962,2024-05-23,2024-05-21,02:30,12,77th Street,1233,Indictable Offence,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 0325 1822,0.0,Non-Binary,Unknown,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,343.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1800 W SLAUSON AV,Unknown,33.9892,-118.3089
1000562,240314553,2024-09-22,2024-09-22,20:40,3,Southwest,305,Indictable Offence,410,"BURGLARY FROM VEHICLE, ATTEMPTED",0329 1300 1822,24.0,Female,Chinese,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,410.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2500 S WEST VIEW ST,Unknown,34.0336,-118.3441
1000563,240905436,2024-02-09,2024-02-07,19:00,9,Van Nuys,901,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,55.0,Male,Black,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,15500 SHERMAN WY,Unknown,34.2012,-118.4725
1000564,241206697,2024-02-13,2024-02-13,09:45,12,77th Street,1256,Misdemeanor,624,BATTERY - SIMPLE ASSAULT,0601 0346 0344 0356 1822,53.0,Female,Hispanic/Latin/Mexican,222.0,LAUNDROMAT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7200 S FIGUEROA ST,Unknown,33.9747,-118.2827
1000565,242112847,2024-11-03,2024-11-01,17:45,21,Topanga,2143,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,58.0,Female,Hispanic/Latin/Mexican,402.0,MARKET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6700 FALLBROOK AV,Unknown,34.1883,-118.6274
1000566,240811180,2024-10-05,2024-10-04,23:00,8,West LA,893,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2700 MALCOLM AV,Unknown,34.0354,-118.4222
1000567,240104865,2024-01-13,2024-01-13,12:00,1,Central,157,Misdemeanor,624,BATTERY - SIMPLE ASSAULT,1218 1822 0416,61.0,Female,Black,504.0,OTHER RESIDENCE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,500 S SAN PEDRO ST,Unknown,34.0442,-118.2439
1000568,241905336,2024-02-04,2024-02-03,08:00,19,Mission,1999,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1609 0344 1822 1307,44.0,Male,Filipino,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7800 WOODMAN AV,Unknown,34.212,-118.4309
1000569,241605081,2024-02-05,2024-02-03,07:45,16,Foothill,1621,Misdemeanor,901,VIOLATION OF RESTRAINING ORDER,2038 0913,47.0,Female,Hispanic/Latin/Mexican,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,AO,Adult Other,901.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,13800 JUDD ST,Unknown,34.2615,-118.4335
1000570,241900565,2024-02-14,2024-02-14,21:00,19,Mission,1995,Indictable Offence,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0417 0451 0436 0906 1816 0913 1817,32.0,Female,Hispanic/Latin/Mexican,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,14700 BLYTHE ST,Unknown,34.2152,-118.4531
1000571,240704373,2024-01-09,2024-01-04,17:35,7,Wilshire,743,Misdemeanor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913,0.0,Non-Binary,Unknown,123.0,PARKING UNDERGROUND/BUILDING,No Weapon Recorded,No Weapon Used,AO,Adult Other,745.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5700 WILSHIRE BL,Unknown,34.0624,-118.3525
1000572,241408663,2024-04-16,2024-04-06,22:00,14,Pacific,1445,Indictable Offence,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,522.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,12700 MATTESON AV,Unknown,33.9997,-118.4367
1000573,241508069,2024-03-24,2024-03-23,13:00,15,N Hollywood,1535,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5600 TROOST AV,Unknown,34.1722,-118.3866
1000574,240211079,2024-06-19,2024-01-19,15:00,2,Rampart,249,Indictable Offence,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",Not Available,0.0,Not Recorded,Not Recorded,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,522.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1000 WILSHIRE BL,Unknown,34.0514,-118.2613
1000575,241506009,2024-02-11,2024-02-10,21:20,15,N Hollywood,1521,Misdemeanor,624,BATTERY - SIMPLE ASSAULT,0906 1822 0416 0417,28.0,Male,Hispanic/Latin/Mexican,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,WHITSETT AV,VANOWEN,34.198,-118.4216
1000576,241416012,2024-12-20,2024-12-20,16:52,14,Pacific,1494,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,47.0,Male,Black,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 WORLD WY,Unknown,33.9455,-118.4004
1000577,240100610,2024-03-12,2024-03-12,16:45,1,Central,127,Indictable Offence,648,ARSON,1501 2004,0.0,Non-Binary,Unknown,738.0,LIBRARY,506.0,FIRE,AA,Adult Arrest,648.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,5TH,HILL,34.0527,-118.2398
1000578,241806471,2024-02-23,2024-02-23,01:30,18,Southeast,1801,Misdemeanor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1266 0443 1822,51.0,Female,Black,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,930.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,800 W 93RD ST,Unknown,33.9519,-118.2893
1000579,240408522,2024-06-30,2024-06-30,02:00,4,Hollenbeck,499,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3500 UNION PACIFIC AV,Unknown,34.0166,-118.2028
1000580,240205205,2024-01-24,2024-01-24,09:35,2,Rampart,256,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 2002 0344 0325,0.0,Male,White,402.0,MARKET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1700 W 6TH ST,Unknown,34.0573,-118.2699
1000581,240808190,2024-05-04,2024-05-01,19:12,8,West LA,852,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,Non-Binary,Unknown,203.0,OTHER BUSINESS,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11800 SANTA MONICA BL,Unknown,34.0428,-118.4582
1000582,242105734,2024-02-13,2024-02-12,14:25,21,Topanga,2183,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,44.0,Male,White,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,AVENUE SAN LUIS,MULHOLLAND                   DR,34.1587,-118.6364
1000583,240707703,2024-03-30,2024-03-30,09:00,7,Wilshire,763,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5800 PICKFORD ST,Unknown,34.0472,-118.3656
1000584,240314330,2024-09-15,2024-09-15,11:00,3,Southwest,321,Misdemeanor,888,TRESPASSING,0910 1501,23.0,Non-Binary,Unknown,950.0,MTA - EXPO LINE - LA CIENEGA/JEFFERSON,No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5600 W JEFFERSON BL,Unknown,34.0258,-118.3668
1000585,241216379,2024-10-19,2024-10-19,08:00,12,77th Street,1273,Misdemeanor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,28.0,Male,Hispanic/Latin/Mexican,506.0,ABANDONED BUILDING ABANDONED HOUSE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,745.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8700 HAAS AV,Unknown,33.9588,-118.3172
1000586,240712408,2024-11-02,2024-11-02,18:15,7,Wilshire,736,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0.0,Non-Binary,Unknown,404.0,DEPARTMENT STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,400 S LA BREA AV,Unknown,34.0669,-118.3456
1000587,240306753,2024-02-23,2024-02-19,17:00,3,Southwest,311,Indictable Offence,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,522.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3300 LA CIENEGA BL,Unknown,34.0282,-118.372
1000588,241711247,2024-07-15,2024-07-15,00:47,17,Devonshire,1749,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,65.0,Male,White,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,10400 BLUCHER AV,Unknown,34.2596,-118.4735
1000589,240908732,2024-05-04,2024-04-30,04:00,9,Van Nuys,905,Indictable Offence,310,BURGLARY,1607 0329 0358 1420 1414,37.0,Male,Hispanic/Latin/Mexican,247.0,CAR WASH,No Weapon Recorded,No Weapon Used,IC,Invest Cont,310.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,14500 SHERMAN WY,Unknown,34.2048,-118.4531
1000590,240905944,2024-02-22,2024-02-19,11:15,9,Van Nuys,989,Misdemeanor,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0923,0.0,Non-Binary,Unknown,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,649.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,13800 DAVANA TR,Unknown,34.1465,-118.4338
1000591,242110279,2024-07-04,2024-07-04,12:15,21,Topanga,2158,Indictable Offence,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0352 0325,0.0,Male,White,405.0,CLOTHING STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,343.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6500 CANOGA AV,Unknown,34.1884,-118.5975
1000592,242005735,2024-02-11,2024-02-06,14:00,20,Olympic,2081,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1600 S GRAMERCY PL,Unknown,34.0436,-118.313
1000593,240909414,2024-05-29,2024-05-08,23:56,9,Van Nuys,943,Misdemeanor,354,THEFT OF IDENTITY,1822 0928,28.0,Male,White,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,14100 CALIFA ST,Unknown,34.1776,-118.44
1000594,240812235,2024-11-25,2024-11-24,00:01,8,West LA,855,Indictable Offence,330,BURGLARY FROM VEHICLE,0344 1822,23.0,Female,Hispanic/Latin/Mexican,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1600 CAMDEN AV,Unknown,34.0501,-118.4439
1000595,241313042,2024-09-15,2024-09-14,14:00,13,Newton,1309,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,MATEO ST,VIOLET                       ST,34.0326,-118.2323
1000596,241806307,2024-02-19,2024-02-19,04:30,18,Southeast,1864,Indictable Offence,520,VEHICLE - ATTEMPT STOLEN,1822 0329 1307,49.0,Female,Black,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,520.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,700 E 115TH ST,Unknown,33.9301,-118.2622
1000597,240609212,2024-05-14,2024-04-30,18:00,6,Hollywood,615,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385 1501 1202,77.0,Female,White,116.0,OTHER/OUTSIDE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3400 N KNOLL DR,Unknown,34.13,-118.3419
1000598,240904720,2024-01-21,2024-01-20,19:15,9,Van Nuys,929,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 2004,0.0,Non-Binary,Unknown,403.0,DRUG STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,13200 VICTORY BL,Unknown,34.1887,-118.4247
1000599,241414279,2024-10-13,2024-10-13,10:00,14,Pacific,1494,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,60.0,Female,Other,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,500 WORLD WY,Unknown,33.9427,-118.4049
1000600,241007111,2024-03-26,2024-03-26,13:30,10,West Valley,1097,Indictable Offence,310,BURGLARY,0344 1822 1609 0321 1414 0352,54.0,Female,White,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,310.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,17100 STRAWBERRY DR,Unknown,34.1446,-118.5051
1000601,241112565,2024-12-03,2024-11-30,19:10,11,Northeast,1101,Indictable Offence,330,BURGLARY FROM VEHICLE,0344,27.0,Male,Chinese,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2800 E OBSERVATORY RD,Unknown,34.1192,-118.3004
1000602,241410521,2024-06-20,2024-06-19,21:55,14,Pacific,1415,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,43.0,Female,White,104.0,DRIVEWAY,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,900 VERNON AV,Unknown,33.9997,-118.4645
1000603,240121744,2024-11-27,2024-11-27,13:30,1,Central,182,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1100 S HILL ST,Unknown,34.042,-118.2625
1000604,240108396,2024-03-03,2024-03-03,10:55,1,Central,118,Indictable Offence,330,BURGLARY FROM VEHICLE,1300 0344 0329 0386 1307,46.0,Female,Chinese,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,W ANN ST,N  SPRING                       ST,34.0661,-118.2328
