DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241509272,04/19/2024 12:00:00 AM,04/19/2024 12:00:00 AM,1207,15,N Hollywood,1524,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,22,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,12100    VICTORY                      BL,,34.1867,-118.3965
240809395,07/05/2024 12:00:00 AM,07/05/2024 12:00:00 AM,1000,8,West LA,833,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,24,F,B,101,STREET,,,IC,Invest Cont,740,,,,10900    ASHTON                       AV,,34.0578,-118.4433
241106154,02/26/2024 12:00:00 AM,02/25/2024 12:00:00 AM,1640,11,Northeast,1118,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,5600 N  FIGUEROA                     ST,,34.114,-118.1949
241910440,07/26/2024 12:00:00 AM,07/25/2024 12:00:00 AM,1600,19,Mission,1917,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,13900    FOOTHILL                     BL,,34.3121,-118.4363
241511279,06/13/2024 12:00:00 AM,06/13/2024 12:00:00 AM,310,15,N Hollywood,1569,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0325 1309 0344,48,M,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,341,,,,4400    PLACIDIA                     AV,,34.1504,-118.356
240115103,07/20/2024 12:00:00 AM,07/20/2024 12:00:00 AM,635,1,Central,119,2,888,TRESPASSING,0910,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
242106091,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,1320,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,30,M,X,404,DEPARTMENT STORE,,,JO,Juv Other,442,,,,21700    VICTORY                      BL,,34.1877,-118.6015
240613842,12/08/2024 12:00:00 AM,12/06/2024 12:00:00 AM,1640,6,Hollywood,648,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300 1501,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,420,,,,5500    HOLLYWOOD                    BL,,34.1018,-118.3093
242113446,11/29/2024 12:00:00 AM,11/29/2024 12:00:00 AM,1830,21,Topanga,2158,1,330,BURGLARY FROM VEHICLE,0344,37,F,C,108,PARKING LOT,,,IC,Invest Cont,330,,,,6400    CANOGA                       AV,,34.1867,-118.5974
241008369,04/30/2024 12:00:00 AM,04/11/2024 12:00:00 AM,1340,10,West Valley,1065,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,39,F,K,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,5400    LINDLEY                      AV,,34.1692,-118.5272
240810431,08/26/2024 12:00:00 AM,08/22/2024 12:00:00 AM,1933,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
241410490,06/18/2024 12:00:00 AM,06/17/2024 12:00:00 AM,2130,14,Pacific,1441,1,330,BURGLARY FROM VEHICLE,0344,28,M,H,101,STREET,,,IC,Invest Cont,330,,,,2700    PACIFIC                      AV,,33.9819,-118.4675
240508576,05/01/2024 12:00:00 AM,04/30/2024 12:00:00 AM,1400,5,Harbor,557,1,330,BURGLARY FROM VEHICLE,1822 1609 0344 1307,61,M,B,101,STREET,,,IC,Invest Cont,330,,,,500 W  6TH                          ST,,33.7388,-118.2879
242006447,02/27/2024 12:00:00 AM,02/26/2024 12:00:00 AM,1200,20,Olympic,2035,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,700 S  MARIPOSA                     AV,,34.0598,-118.2987
241604226,01/07/2024 12:00:00 AM,01/04/2024 12:00:00 AM,2100,16,Foothill,1642,2,940,EXTORTION,1501,37,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,10400    HADDON                       AV,,34.2592,-118.4268
241306340,02/19/2024 12:00:00 AM,02/17/2024 12:00:00 AM,2330,13,Newton,1317,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1822,27,M,W,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,1700 E  14TH                         ST,,34.026,-118.2412
241810698,06/13/2024 12:00:00 AM,06/13/2024 12:00:00 AM,700,18,Southeast,1851,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VERMONT                      AV,131ST                        ST,33.9133,-118.2916
242108456,04/26/2024 12:00:00 AM,04/24/2024 12:00:00 AM,2330,21,Topanga,2157,1,520,VEHICLE - ATTEMPT STOLEN,1822 0329,95,M,W,108,PARKING LOT,,,IC,Invest Cont,520,,,,21200    KITTRIDGE                    ST,,34.1913,-118.5942
242014114,12/19/2024 12:00:00 AM,12/18/2024 12:00:00 AM,2300,20,Olympic,2023,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 0344 0385 1822,36,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,4000 W  3RD                          ST,,34.069,-118.3004
241907130,03/25/2024 12:00:00 AM,03/24/2024 12:00:00 AM,920,19,Mission,1924,2,354,THEFT OF IDENTITY,0930,57,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12300    SUNRISE RIDGE                RD,,34.2949,-118.4629
241207029,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,1910,12,77th Street,1273,1,350,"THEFT, PERSON",0910 2049 2051 1822 0344 0342 0216,25,F,B,801,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,89TH                         ST,WESTERN                      AV,33.9563,-118.309
240612849,10/24/2024 12:00:00 AM,10/24/2024 12:00:00 AM,1840,6,Hollywood,627,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2500 N  BEACHWOOD                    DR,,34.1156,-118.3215
240711710,10/01/2024 12:00:00 AM,09/29/2024 12:00:00 AM,2045,7,Wilshire,745,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5400    SAN VICENTE                  BL,,34.053,-118.3517
240807506,03/31/2024 12:00:00 AM,03/31/2024 12:00:00 AM,1030,8,West LA,812,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0400 1906,31,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,700 N  KENTER                       AV,,34.0716,-118.4887
240804622,01/18/2024 12:00:00 AM,01/18/2024 12:00:00 AM,1400,8,West LA,834,1,310,BURGLARY,1609 1822 0344,58,M,O,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,10500    ROCHESTER                    AV,,34.0605,-118.43
242005359,01/31/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1500,20,Olympic,2029,1,350,"THEFT, PERSON",0910 2034 2004 1822 0344,21,M,H,905,MTA - RED LINE - WILSHIRE/VERMONT,,,IC,Invest Cont,350,,,,3100    WILSHIRE                     BL,,34.0652,-118.2878
240115412,07/25/2024 12:00:00 AM,07/25/2024 12:00:00 AM,920,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240120769,11/04/2024 12:00:00 AM,11/04/2024 12:00:00 AM,858,1,Central,129,2,888,TRESPASSING,0910 2004,0,X,X,965,MTA - GOLD LINE - LITTLE TOKYO/ARTS DISTRICT,,,IC,Invest Cont,888,,,,200 N  ALAMEDA                      ST,,34.0497,-118.2381
240411621,11/21/2024 12:00:00 AM,11/21/2024 12:00:00 AM,2215,4,Hollenbeck,442,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,20,F,H,301,GAS STATION,,,IC,Invest Cont,442,,,,1800    MARENGO,,34.0586,-118.2119
241415522,11/29/2024 12:00:00 AM,11/25/2024 12:00:00 AM,1420,14,Pacific,1413,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,34,M,B,101,STREET,,,IC,Invest Cont,440,,,,700    5TH                          AV,,33.9958,-118.472
241204661,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,1815,12,77th Street,1273,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8800    RUTHELEN                     ST,,33.958,-118.3129
240411197,11/01/2024 12:00:00 AM,11/01/2024 12:00:00 AM,1545,4,Hollenbeck,429,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,5300    HUNTINGTON                   DR,,34.0899,-118.1664
241313109,09/18/2024 12:00:00 AM,09/10/2024 12:00:00 AM,1800,13,Newton,1313,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,1000 E  WASHINGTON                   BL,,34.0259,-118.2536
240213906,09/04/2024 12:00:00 AM,09/02/2024 12:00:00 AM,1300,2,Rampart,246,2,888,TRESPASSING,0910,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
240405332,02/11/2024 12:00:00 AM,02/11/2024 12:00:00 AM,1600,4,Hollenbeck,457,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,47,F,H,222,LAUNDROMAT,,,IC,Invest Cont,440,,,,2500 E  CESAR E CHAVEZ               AV,,34.0469,-118.2032
241311460,07/14/2024 12:00:00 AM,07/12/2024 12:00:00 AM,2100,13,Newton,1371,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,51,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,100 W  57TH                         ST,,33.9906,-118.2745
241510830,05/28/2024 12:00:00 AM,05/23/2024 12:00:00 AM,1400,15,N Hollywood,1599,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,3900    KENTUCKY                     DR,,34.1353,-118.363
241510454,05/15/2024 12:00:00 AM,05/14/2024 12:00:00 AM,1730,15,N Hollywood,1501,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12900    STRATHERN                    ST,,34.2158,-118.4144
241310644,06/24/2024 12:00:00 AM,06/22/2024 12:00:00 AM,930,13,Newton,1371,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,55TH                         ST,GRAND                        AV,33.9924,-118.2801
241811578,07/22/2024 12:00:00 AM,07/22/2024 12:00:00 AM,1222,18,Southeast,1822,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0385,32,F,H,101,STREET,,,IC,Invest Cont,331,,,,400 W  CENTURY                      BL,,33.9456,-118.2804
241214352,08/14/2024 12:00:00 AM,08/14/2024 12:00:00 AM,1320,12,77th Street,1243,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,37,F,B,101,STREET,,,IC,Invest Cont,740,,,,6500 S  VAN NESS                     AV,,33.9806,-118.3177
241004961,01/27/2024 12:00:00 AM,01/27/2024 12:00:00 AM,1300,10,West Valley,1021,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,522,,,,19400    SHERMAN                      WY,,34.201,-118.5557
240804548,01/13/2024 12:00:00 AM,01/09/2024 12:00:00 AM,1,8,West LA,816,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0394,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,400    GAYLEY                       AV,,34.0673,-118.4534
242106437,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2005,21,Topanga,2177,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0448 2000 1814,53,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,5500    CANOGA                       AV,,34.1699,-118.5974
241311348,07/07/2024 12:00:00 AM,05/29/2024 12:00:00 AM,2200,13,Newton,1346,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,33,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,CENTRAL                      AV,43RD                         PL,34.0048,-118.2565
241310115,06/09/2024 12:00:00 AM,06/08/2024 12:00:00 AM,2000,13,Newton,1347,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 E  41ST                         ST,,34.0084,-118.2455
240613116,11/04/2024 12:00:00 AM,10/14/2024 12:00:00 AM,1545,6,Hollywood,643,2,354,THEFT OF IDENTITY,1501 1908 1822,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1600 N  FORMOSA                      AV,,34.0998,-118.3468
242112188,10/06/2024 12:00:00 AM,10/06/2024 12:00:00 AM,400,21,Topanga,2138,1,210,ROBBERY,0344 0416 1822 0916,47,M,A,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,MASON                        AV,SATICOY                      ST,34.2083,-118.5797
242007911,04/01/2024 12:00:00 AM,04/01/2024 12:00:00 AM,345,20,Olympic,2054,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0913 0446 0340 1805 0906,17,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,OLYMPIC,HARVARD,34.0526,-118.3042
240513494,12/30/2024 12:00:00 AM,12/16/2024 12:00:00 AM,100,5,Harbor,566,1,330,BURGLARY FROM VEHICLE,0344 0352 1221 0321,26,M,H,102,SIDEWALK,,,IC,Invest Cont,330,,,,1100 S  BEACON                       ST,,33.7347,-118.2842
241109522,07/26/2024 12:00:00 AM,07/22/2024 12:00:00 AM,120,11,Northeast,1169,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,45,M,W,101,STREET,,,IC,Invest Cont,740,,,,5600    MEDIA                        DR,,34.1067,-118.1934
241508630,04/05/2024 12:00:00 AM,04/05/2024 12:00:00 AM,600,15,N Hollywood,1522,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0445,27,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,998.0,,,13100    VANOWEN                      ST,,34.194,-118.4181
241106179,02/26/2024 12:00:00 AM,02/26/2024 12:00:00 AM,1815,11,Northeast,1123,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,21,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,2900    LOS FELIZ                    BL,,34.1207,-118.2641
240115551,07/28/2024 12:00:00 AM,07/27/2024 12:00:00 AM,1830,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,29,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
241610360,09/14/2024 12:00:00 AM,09/11/2024 12:00:00 AM,2100,16,Foothill,1606,1,330,BURGLARY FROM VEHICLE,1307 1302 0344 0329,64,F,W,101,STREET,,,IC,Invest Cont,330,,,,OSBORNE                      ST,FOOTHILL                     BL,34.276,-118.3783
240807060,03/19/2024 12:00:00 AM,03/16/2024 12:00:00 AM,1,8,West LA,809,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,24,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,8900    ALTO CEDRO                   DR,,34.1138,-118.394
240712664,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,1820,7,Wilshire,711,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 1822 0104 0325,33,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,8400    BEVERLY                      BL,,34.0782,-118.3695
240811217,10/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,1,8,West LA,884,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,PICO                         BL,VETERAN                      AV,34.0388,-118.4314
241405591,02/06/2024 12:00:00 AM,02/03/2024 12:00:00 AM,130,14,Pacific,1431,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1256,25,F,W,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,341,,,,00    WINDWARD                     AV,,33.9873,-118.4729
241312601,08/28/2024 12:00:00 AM,08/28/2024 12:00:00 AM,1230,13,Newton,1323,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  24TH                         ST,,34.0228,-118.2592
240608312,04/07/2024 12:00:00 AM,04/07/2024 12:00:00 AM,200,6,Hollywood,642,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0913 2002 1206 1300 1501 2000 1813 0400 0416,43,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7600 W  SUNSET                       BL,,34.098,-118.355
240308332,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,1500,3,Southwest,356,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0416 0445 0913 1402 1810 2021,39,M,B,501,SINGLE FAMILY DWELLING,304.0,CLUB/BAT,AA,Adult Arrest,230,,,,1600 W  36TH                         PL,,34.0219,-118.3061
241209167,03/29/2024 12:00:00 AM,03/29/2024 12:00:00 AM,910,12,77th Street,1257,2,624,BATTERY - SIMPLE ASSAULT,0554 0417,57,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  76TH                         ST,,33.9708,-118.2871
240710569,08/07/2024 12:00:00 AM,08/07/2024 12:00:00 AM,1620,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 0325 0104,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,100    LA CIENEGA                   BL,,34.0734,-118.3765
241205414,01/24/2024 12:00:00 AM,01/23/2024 12:00:00 AM,1630,12,77th Street,1266,1,210,ROBBERY,1822 0337 0344 0449 0334,76,F,H,101,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,210,,,,300 W  83RD                         ST,,33.9661,-118.2849
241406460,02/23/2024 12:00:00 AM,02/23/2024 12:00:00 AM,2230,14,Pacific,1406,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 1822 0416,35,M,O,103,ALLEY,312.0,PIPE/METAL PIPE,IC,Invest Cont,230,,,,3600    KEYSTONE                     AV,,34.0238,-118.4095
240509933,07/05/2024 12:00:00 AM,07/05/2024 12:00:00 AM,130,5,Harbor,531,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,26200    OZONE                        AV,,33.7852,-118.308
241707471,03/19/2024 12:00:00 AM,03/17/2024 12:00:00 AM,1900,17,Devonshire,1767,1,520,VEHICLE - ATTEMPT STOLEN,1202 0344 1612 0329,80,M,W,104,DRIVEWAY,,,IC,Invest Cont,520,,,,18200    MARILLA                      ST,,34.2473,-118.5298
241511207,06/11/2024 12:00:00 AM,06/11/2024 12:00:00 AM,100,15,N Hollywood,1599,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3200    BENNETT                      DR,,34.1266,-118.3471
240607565,03/19/2024 12:00:00 AM,03/19/2024 12:00:00 AM,935,6,Hollywood,647,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0445 0432 0447 0444 0429 2004,34,M,B,102,SIDEWALK,308.0,STICK,AA,Adult Arrest,230,,,,1600 N  GOWER                        ST,,34.0998,-118.3223
242111298,08/24/2024 12:00:00 AM,08/23/2024 12:00:00 AM,200,21,Topanga,2185,1,330,BURGLARY FROM VEHICLE,1202 1307 0344,29,M,W,101,STREET,,,IC,Invest Cont,330,,,,4900    LLANO                        DR,,34.1567,-118.6108
240116941,08/16/2024 12:00:00 AM,08/16/2024 12:00:00 AM,635,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240408589,07/02/2024 12:00:00 AM,06/18/2024 12:00:00 AM,2040,4,Hollenbeck,497,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,343,,,,2700 E  OLYMPIC                      BL,,34.0243,-118.2198
240105652,01/23/2024 12:00:00 AM,01/23/2024 12:00:00 AM,2005,1,Central,138,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23,F,H,401,MINI-MART,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,740,,,,200 S  LOS ANGELES                  ST,,34.0503,-118.2434
241508359,03/30/2024 12:00:00 AM,03/29/2024 12:00:00 AM,2000,15,N Hollywood,1504,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7400    LANKERSHIM                   BL,,34.2045,-118.392
240118499,09/15/2024 12:00:00 AM,09/15/2024 12:00:00 AM,130,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609,24,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
241604516,01/17/2024 12:00:00 AM,01/09/2024 12:00:00 AM,700,16,Foothill,1651,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,20,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,9500    RINCON                       AV,,34.2423,-118.4131
241512001,07/13/2024 12:00:00 AM,06/29/2024 12:00:00 AM,1200,15,N Hollywood,1525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,5900    COLFAX                       AV,,34.1826,-118.3916
242011789,09/17/2024 12:00:00 AM,09/16/2024 12:00:00 AM,700,20,Olympic,2039,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,MAGNOLIA                     AV,LEEWARD                      AV,34.0587,-118.2862
241012104,11/05/2024 12:00:00 AM,11/05/2024 12:00:00 AM,1,10,West Valley,1019,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15600    VALERIO                      ST,,34.2048,-118.4739
240612527,10/10/2024 12:00:00 AM,10/09/2024 12:00:00 AM,2235,6,Hollywood,637,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,32,F,W,101,STREET,,,IC,Invest Cont,330,,,,6100    YUCCA                        ST,,34.1038,-118.3225
240608408,04/10/2024 12:00:00 AM,04/09/2024 12:00:00 AM,1640,6,Hollywood,668,1,330,BURGLARY FROM VEHICLE,1609,60,F,B,101,STREET,,,IC,Invest Cont,330,,,,5600    VIRGINIA                     AV,,34.0918,-118.3109
240900713,05/04/2024 12:00:00 AM,05/03/2024 12:00:00 AM,2330,9,Van Nuys,941,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 1501 0906 1407,0,X,X,103,ALLEY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,753,998.0,,,KESTER                       AV,HATTERAS,34.1757,-118.4574
241012232,11/03/2024 12:00:00 AM,10/24/2024 12:00:00 AM,1111,10,West Valley,1078,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,35,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,16500    MOORPARK                     ST,,34.1596,-118.4923
241515933,12/13/2024 12:00:00 AM,11/22/2024 12:00:00 AM,300,15,N Hollywood,1526,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500    LANKERSHIM                   BL,,34.1888,-118.3878
241505877,02/07/2024 12:00:00 AM,02/07/2024 12:00:00 AM,40,15,N Hollywood,1549,2,888,TRESPASSING,1501 2004 0910,0,M,O,913,MTA - RED LINE - NORTH HOLLYWOOD,,,AA,Adult Arrest,888,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
241204140,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,30,12,77th Street,1267,2,354,THEFT OF IDENTITY,0922,37,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 W  84TH                         ST,,33.9621,-118.286
241509169,04/17/2024 12:00:00 AM,04/09/2024 12:00:00 AM,2030,15,N Hollywood,1544,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,40,M,O,232,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",,,IC,Invest Cont,341,,,,12200    RIVERSIDE                    DR,,34.1613,-118.4008
241811484,07/18/2024 12:00:00 AM,07/18/2024 12:00:00 AM,930,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 W  88TH                         PL,,33.9564,-118.2765
240315257,10/12/2024 12:00:00 AM,10/09/2024 12:00:00 AM,2100,3,Southwest,357,2,860,BATTERY WITH SEXUAL CONTACT,1251 1822 0305 0522 0345,29,F,O,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1100 W  37TH                         PL,,34.02,-118.2915
241514643,10/15/2024 12:00:00 AM,10/11/2024 12:00:00 AM,2100,15,N Hollywood,1547,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,40,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,11400    CHANDLER                     BL,,34.1681,-118.379
